submission_id,source_file,day,timestamp,symbol,price,quantity,side
00654ddb-930b-48b9-bc7f-97f36847627e,ROUND 3\live_logs\398823\398823.log,2,42000,VELVETFRUIT_EXTRACT,5250.0,8,BUY
00654ddb-930b-48b9-bc7f-97f36847627e,ROUND 3\live_logs\398823\398823.log,2,43000,VELVETFRUIT_EXTRACT,5251.0,8,BUY
00654ddb-930b-48b9-bc7f-97f36847627e,ROUND 3\live_logs\398823\398823.log,2,44000,HYDROGEL_PACK,9988.0,4,BUY
00654ddb-930b-48b9-bc7f-97f36847627e,ROUND 3\live_logs\398823\398823.log,2,44200,HYDROGEL_PACK,9984.0,8,BUY
00654ddb-930b-48b9-bc7f-97f36847627e,ROUND 3\live_logs\398823\398823.log,2,44800,HYDROGEL_PACK,9983.0,8,BUY
00654ddb-930b-48b9-bc7f-97f36847627e,ROUND 3\live_logs\398823\398823.log,2,45100,HYDROGEL_PACK,9989.0,3,SELL
00654ddb-930b-48b9-bc7f-97f36847627e,ROUND 3\live_logs\398823\398823.log,2,45200,HYDROGEL_PACK,9981.0,6,BUY
00654ddb-930b-48b9-bc7f-97f36847627e,ROUND 3\live_logs\398823\398823.log,2,47000,HYDROGEL_PACK,9982.0,15,BUY
00654ddb-930b-48b9-bc7f-97f36847627e,ROUND 3\live_logs\398823\398823.log,2,47100,HYDROGEL_PACK,9981.0,15,BUY
00654ddb-930b-48b9-bc7f-97f36847627e,ROUND 3\live_logs\398823\398823.log,2,47200,HYDROGEL_PACK,9979.0,10,BUY
00654ddb-930b-48b9-bc7f-97f36847627e,ROUND 3\live_logs\398823\398823.log,2,47400,HYDROGEL_PACK,9979.0,11,BUY
00654ddb-930b-48b9-bc7f-97f36847627e,ROUND 3\live_logs\398823\398823.log,2,47500,HYDROGEL_PACK,9973.0,11,BUY
00654ddb-930b-48b9-bc7f-97f36847627e,ROUND 3\live_logs\398823\398823.log,2,47600,HYDROGEL_PACK,9973.0,13,BUY
00654ddb-930b-48b9-bc7f-97f36847627e,ROUND 3\live_logs\398823\398823.log,2,47700,HYDROGEL_PACK,9972.0,10,BUY
00654ddb-930b-48b9-bc7f-97f36847627e,ROUND 3\live_logs\398823\398823.log,2,47800,HYDROGEL_PACK,9971.0,15,BUY
00654ddb-930b-48b9-bc7f-97f36847627e,ROUND 3\live_logs\398823\398823.log,2,47900,HYDROGEL_PACK,9971.0,13,BUY
00654ddb-930b-48b9-bc7f-97f36847627e,ROUND 3\live_logs\398823\398823.log,2,48000,HYDROGEL_PACK,9971.0,13,BUY
00654ddb-930b-48b9-bc7f-97f36847627e,ROUND 3\live_logs\398823\398823.log,2,48100,HYDROGEL_PACK,9972.0,10,BUY
00654ddb-930b-48b9-bc7f-97f36847627e,ROUND 3\live_logs\398823\398823.log,2,48200,HYDROGEL_PACK,9971.0,1,BUY
00654ddb-930b-48b9-bc7f-97f36847627e,ROUND 3\live_logs\398823\398823.log,2,50200,VEV_5000,261.0,3,BUY
00654ddb-930b-48b9-bc7f-97f36847627e,ROUND 3\live_logs\398823\398823.log,2,50200,VEV_5100,171.0,3,BUY
00654ddb-930b-48b9-bc7f-97f36847627e,ROUND 3\live_logs\398823\398823.log,2,53200,VELVETFRUIT_EXTRACT,5263.0,5,SELL
00654ddb-930b-48b9-bc7f-97f36847627e,ROUND 3\live_logs\398823\398823.log,2,53600,VELVETFRUIT_EXTRACT,5259.0,5,BUY
00654ddb-930b-48b9-bc7f-97f36847627e,ROUND 3\live_logs\398823\398823.log,2,63800,VEV_5000,257.0,3,SELL
00654ddb-930b-48b9-bc7f-97f36847627e,ROUND 3\live_logs\398823\398823.log,2,64300,VELVETFRUIT_EXTRACT,5250.0,3,BUY
00654ddb-930b-48b9-bc7f-97f36847627e,ROUND 3\live_logs\398823\398823.log,2,67600,VELVETFRUIT_EXTRACT,5258.0,4,SELL
00654ddb-930b-48b9-bc7f-97f36847627e,ROUND 3\live_logs\398823\398823.log,2,70400,VELVETFRUIT_EXTRACT,5259.0,5,SELL
00654ddb-930b-48b9-bc7f-97f36847627e,ROUND 3\live_logs\398823\398823.log,2,70900,HYDROGEL_PACK,9993.0,2,SELL
00654ddb-930b-48b9-bc7f-97f36847627e,ROUND 3\live_logs\398823\398823.log,2,71500,VELVETFRUIT_EXTRACT,5252.0,4,BUY
00654ddb-930b-48b9-bc7f-97f36847627e,ROUND 3\live_logs\398823\398823.log,2,71800,HYDROGEL_PACK,9986.0,2,BUY
00654ddb-930b-48b9-bc7f-97f36847627e,ROUND 3\live_logs\398823\398823.log,2,73200,VELVETFRUIT_EXTRACT,5255.0,5,BUY
00654ddb-930b-48b9-bc7f-97f36847627e,ROUND 3\live_logs\398823\398823.log,2,76700,VELVETFRUIT_EXTRACT,5257.0,4,SELL
00654ddb-930b-48b9-bc7f-97f36847627e,ROUND 3\live_logs\398823\398823.log,2,80800,VEV_5000,269.0,1,SELL
00654ddb-930b-48b9-bc7f-97f36847627e,ROUND 3\live_logs\398823\398823.log,2,80800,VEV_5300,50.0,1,SELL
00654ddb-930b-48b9-bc7f-97f36847627e,ROUND 3\live_logs\398823\398823.log,2,82100,VELVETFRUIT_EXTRACT,5269.0,8,SELL
00654ddb-930b-48b9-bc7f-97f36847627e,ROUND 3\live_logs\398823\398823.log,2,84100,VELVETFRUIT_EXTRACT,5270.0,8,SELL
00654ddb-930b-48b9-bc7f-97f36847627e,ROUND 3\live_logs\398823\398823.log,2,84400,VELVETFRUIT_EXTRACT,5271.0,5,SELL
00654ddb-930b-48b9-bc7f-97f36847627e,ROUND 3\live_logs\398823\398823.log,2,84800,VELVETFRUIT_EXTRACT,5274.0,5,SELL
00654ddb-930b-48b9-bc7f-97f36847627e,ROUND 3\live_logs\398823\398823.log,2,85500,VELVETFRUIT_EXTRACT,5272.0,8,SELL
00654ddb-930b-48b9-bc7f-97f36847627e,ROUND 3\live_logs\398823\398823.log,2,91700,VELVETFRUIT_EXTRACT,5265.0,8,BUY
00654ddb-930b-48b9-bc7f-97f36847627e,ROUND 3\live_logs\398823\398823.log,2,92600,VELVETFRUIT_EXTRACT,5270.0,4,SELL
00654ddb-930b-48b9-bc7f-97f36847627e,ROUND 3\live_logs\398823\398823.log,2,95100,VELVETFRUIT_EXTRACT,5264.0,8,BUY
00654ddb-930b-48b9-bc7f-97f36847627e,ROUND 3\live_logs\398823\398823.log,2,97400,VELVETFRUIT_EXTRACT,5260.0,5,BUY
00654ddb-930b-48b9-bc7f-97f36847627e,ROUND 3\live_logs\398823\398823.log,2,98600,VEV_5000,267.0,1,BUY
00654ddb-930b-48b9-bc7f-97f36847627e,ROUND 3\live_logs\398823\398823.log,2,98600,VEV_5100,176.0,1,BUY
15d0d4a1-c195-4395-8d2a-f357e3b16d68,ROUND 3\live_logs\402206\402206.log,2,400,HYDROGEL_PACK,10011.0,8,SELL
15d0d4a1-c195-4395-8d2a-f357e3b16d68,ROUND 3\live_logs\402206\402206.log,2,600,VELVETFRUIT_EXTRACT,5263.0,14,BUY
15d0d4a1-c195-4395-8d2a-f357e3b16d68,ROUND 3\live_logs\402206\402206.log,2,900,HYDROGEL_PACK,10009.0,12,SELL
15d0d4a1-c195-4395-8d2a-f357e3b16d68,ROUND 3\live_logs\402206\402206.log,2,1000,HYDROGEL_PACK,10012.0,11,SELL
15d0d4a1-c195-4395-8d2a-f357e3b16d68,ROUND 3\live_logs\402206\402206.log,2,1100,HYDROGEL_PACK,10011.0,10,SELL
15d0d4a1-c195-4395-8d2a-f357e3b16d68,ROUND 3\live_logs\402206\402206.log,2,1200,HYDROGEL_PACK,10013.0,9,SELL
15d0d4a1-c195-4395-8d2a-f357e3b16d68,ROUND 3\live_logs\402206\402206.log,2,1300,HYDROGEL_PACK,10013.0,8,SELL
15d0d4a1-c195-4395-8d2a-f357e3b16d68,ROUND 3\live_logs\402206\402206.log,2,1300,VEV_5000,264.0,3,BUY
15d0d4a1-c195-4395-8d2a-f357e3b16d68,ROUND 3\live_logs\402206\402206.log,2,1300,VEV_5100,175.0,3,BUY
15d0d4a1-c195-4395-8d2a-f357e3b16d68,ROUND 3\live_logs\402206\402206.log,2,1300,VEV_5200,101.0,3,BUY
15d0d4a1-c195-4395-8d2a-f357e3b16d68,ROUND 3\live_logs\402206\402206.log,2,1400,HYDROGEL_PACK,10015.0,7,SELL
15d0d4a1-c195-4395-8d2a-f357e3b16d68,ROUND 3\live_logs\402206\402206.log,2,9900,VELVETFRUIT_EXTRACT,5261.0,3,BUY
15d0d4a1-c195-4395-8d2a-f357e3b16d68,ROUND 3\live_logs\402206\402206.log,2,11200,HYDROGEL_PACK,10015.0,4,SELL
15d0d4a1-c195-4395-8d2a-f357e3b16d68,ROUND 3\live_logs\402206\402206.log,2,15700,HYDROGEL_PACK,10020.0,2,SELL
15d0d4a1-c195-4395-8d2a-f357e3b16d68,ROUND 3\live_logs\402206\402206.log,2,16300,VELVETFRUIT_EXTRACT,5274.0,5,SELL
15d0d4a1-c195-4395-8d2a-f357e3b16d68,ROUND 3\live_logs\402206\402206.log,2,19100,HYDROGEL_PACK,10009.0,6,SELL
15d0d4a1-c195-4395-8d2a-f357e3b16d68,ROUND 3\live_logs\402206\402206.log,2,23100,VELVETFRUIT_EXTRACT,5266.0,4,BUY
15d0d4a1-c195-4395-8d2a-f357e3b16d68,ROUND 3\live_logs\402206\402206.log,2,33300,VELVETFRUIT_EXTRACT,5270.0,6,SELL
15d0d4a1-c195-4395-8d2a-f357e3b16d68,ROUND 3\live_logs\402206\402206.log,2,35800,VELVETFRUIT_EXTRACT,5265.0,7,BUY
15d0d4a1-c195-4395-8d2a-f357e3b16d68,ROUND 3\live_logs\402206\402206.log,2,40700,VELVETFRUIT_EXTRACT,5256.0,6,BUY
15d0d4a1-c195-4395-8d2a-f357e3b16d68,ROUND 3\live_logs\402206\402206.log,2,41100,HYDROGEL_PACK,9994.0,3,SELL
15d0d4a1-c195-4395-8d2a-f357e3b16d68,ROUND 3\live_logs\402206\402206.log,2,42000,VELVETFRUIT_EXTRACT,5249.0,5,BUY
15d0d4a1-c195-4395-8d2a-f357e3b16d68,ROUND 3\live_logs\402206\402206.log,2,44000,HYDROGEL_PACK,9986.0,4,BUY
15d0d4a1-c195-4395-8d2a-f357e3b16d68,ROUND 3\live_logs\402206\402206.log,2,45100,HYDROGEL_PACK,9990.0,3,SELL
15d0d4a1-c195-4395-8d2a-f357e3b16d68,ROUND 3\live_logs\402206\402206.log,2,49400,HYDROGEL_PACK,9965.0,4,BUY
15d0d4a1-c195-4395-8d2a-f357e3b16d68,ROUND 3\live_logs\402206\402206.log,2,50200,VEV_5000,260.0,3,BUY
15d0d4a1-c195-4395-8d2a-f357e3b16d68,ROUND 3\live_logs\402206\402206.log,2,53600,VELVETFRUIT_EXTRACT,5258.0,5,BUY
15d0d4a1-c195-4395-8d2a-f357e3b16d68,ROUND 3\live_logs\402206\402206.log,2,67600,VELVETFRUIT_EXTRACT,5259.0,4,SELL
15d0d4a1-c195-4395-8d2a-f357e3b16d68,ROUND 3\live_logs\402206\402206.log,2,71800,HYDROGEL_PACK,9985.0,5,BUY
15d0d4a1-c195-4395-8d2a-f357e3b16d68,ROUND 3\live_logs\402206\402206.log,2,78700,HYDROGEL_PACK,9954.0,3,BUY
15d0d4a1-c195-4395-8d2a-f357e3b16d68,ROUND 3\live_logs\402206\402206.log,2,80100,VELVETFRUIT_EXTRACT,5261.0,5,SELL
15d0d4a1-c195-4395-8d2a-f357e3b16d68,ROUND 3\live_logs\402206\402206.log,2,82100,VELVETFRUIT_EXTRACT,5270.0,3,SELL
15d0d4a1-c195-4395-8d2a-f357e3b16d68,ROUND 3\live_logs\402206\402206.log,2,84100,VELVETFRUIT_EXTRACT,5271.0,6,SELL
15d0d4a1-c195-4395-8d2a-f357e3b16d68,ROUND 3\live_logs\402206\402206.log,2,84400,VELVETFRUIT_EXTRACT,5272.0,5,SELL
15d0d4a1-c195-4395-8d2a-f357e3b16d68,ROUND 3\live_logs\402206\402206.log,2,84800,VELVETFRUIT_EXTRACT,5275.0,5,SELL
15d0d4a1-c195-4395-8d2a-f357e3b16d68,ROUND 3\live_logs\402206\402206.log,2,95100,VELVETFRUIT_EXTRACT,5263.0,8,BUY
15d0d4a1-c195-4395-8d2a-f357e3b16d68,ROUND 3\live_logs\402206\402206.log,2,97400,VELVETFRUIT_EXTRACT,5259.0,5,BUY
15d0d4a1-c195-4395-8d2a-f357e3b16d68,ROUND 3\live_logs\402206\402206.log,2,97600,HYDROGEL_PACK,9952.0,2,BUY
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,0,VELVETFRUIT_EXTRACT,5265.0,24,SELL
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,0,VEV_5000,273.0,7,BUY
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,0,VEV_5100,181.0,7,BUY
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,0,VEV_5200,106.0,8,BUY
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,0,VEV_5300,54.0,8,BUY
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,0,VEV_5400,18.0,8,BUY
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,0,VEV_5500,7.0,8,BUY
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,100,VELVETFRUIT_EXTRACT,5263.0,24,SELL
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,100,VEV_5000,272.0,8,BUY
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,100,VEV_5100,180.0,8,BUY
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,100,VEV_5200,105.0,8,BUY
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,100,VEV_5300,53.0,6,BUY
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,100,VEV_5400,18.0,8,BUY
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,100,VEV_5500,7.0,8,BUY
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,200,VELVETFRUIT_EXTRACT,5263.0,25,SELL
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,200,VEV_5000,272.0,8,BUY
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,200,VEV_5100,180.0,8,BUY
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,200,VEV_5200,105.0,8,BUY
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,200,VEV_5300,53.0,6,BUY
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,200,VEV_5400,18.0,8,BUY
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,200,VEV_5500,7.0,8,BUY
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,300,VELVETFRUIT_EXTRACT,5264.0,7,SELL
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,300,VEV_5000,272.0,8,BUY
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,300,VEV_5100,180.0,8,BUY
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,300,VEV_5200,105.0,8,BUY
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,300,VEV_5300,54.0,8,BUY
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,300,VEV_5400,18.0,8,BUY
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,300,VEV_5500,7.0,8,BUY
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,400,HYDROGEL_PACK,10011.0,8,SELL
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,400,VEV_5000,271.0,4,BUY
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,400,VEV_5100,179.0,8,BUY
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,400,VEV_5200,104.0,8,BUY
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,400,VEV_5300,53.0,8,BUY
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,400,VEV_5400,17.0,8,BUY
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,400,VEV_5500,7.0,3,BUY
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,500,VEV_5100,178.0,8,BUY
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,500,VEV_5200,103.0,8,BUY
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,500,VEV_5300,52.0,5,BUY
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,500,VEV_5400,17.0,8,BUY
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,600,VEV_5100,177.0,3,BUY
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,600,VEV_5200,102.0,8,BUY
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,600,VEV_5300,52.0,8,BUY
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,600,VEV_5400,17.0,2,BUY
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,700,VEV_5200,102.0,4,BUY
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,700,VEV_5300,52.0,8,BUY
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,800,VEV_5300,52.0,3,BUY
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,900,HYDROGEL_PACK,10009.0,12,SELL
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,1000,HYDROGEL_PACK,10012.0,14,SELL
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,1100,HYDROGEL_PACK,10011.0,13,SELL
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,1200,HYDROGEL_PACK,10013.0,12,SELL
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,1300,HYDROGEL_PACK,10013.0,13,SELL
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,1400,HYDROGEL_PACK,10015.0,8,SELL
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,2500,VEV_5000,272.0,8,SELL
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,2600,VEV_5000,279.0,8,BUY
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,3400,VEV_5000,274.0,8,SELL
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,3500,VEV_5000,279.0,8,BUY
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,9500,VELVETFRUIT_EXTRACT,5266.0,12,BUY
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,9500,VELVETFRUIT_EXTRACT,5261.0,12,SELL
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,9600,VELVETFRUIT_EXTRACT,5265.0,12,BUY
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,9600,VELVETFRUIT_EXTRACT,5260.0,12,SELL
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,9700,VELVETFRUIT_EXTRACT,5265.0,12,BUY
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,9700,VELVETFRUIT_EXTRACT,5260.0,12,SELL
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,9800,VELVETFRUIT_EXTRACT,5265.0,12,BUY
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,9800,VELVETFRUIT_EXTRACT,5260.0,12,SELL
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,9900,VELVETFRUIT_EXTRACT,5265.0,12,BUY
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,9900,VELVETFRUIT_EXTRACT,5261.0,5,SELL
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,9900,VELVETFRUIT_EXTRACT,5262.0,8,BUY
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,10000,VELVETFRUIT_EXTRACT,5265.0,12,BUY
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,10000,VELVETFRUIT_EXTRACT,5260.0,27,SELL
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,10200,VELVETFRUIT_EXTRACT,5265.0,12,BUY
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,10200,VELVETFRUIT_EXTRACT,5259.0,12,SELL
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,10300,VELVETFRUIT_EXTRACT,5263.0,12,BUY
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,10300,VELVETFRUIT_EXTRACT,5258.0,12,SELL
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,10400,VELVETFRUIT_EXTRACT,5265.0,12,BUY
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,10400,VELVETFRUIT_EXTRACT,5259.0,12,SELL
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,10500,VELVETFRUIT_EXTRACT,5264.0,12,BUY
370cf936-0288-4c84-88f4-ed75b140f6cf,ROUND 3\live_logs\399006\399006.log,2,10500,VELVETFRUIT_EXTRACT,5259.0,12,SELL
